id,rating,text
uch_wrcRCAFBZAiUtFGx6Q,5,This was one of the most wonderful places we ever lived. The doormen were THE BEST. The building was beautiful and they let us rent out the rec room for...
uch_wrcRCAFBZAiUtFGx6Q,1,"I've lived here for almost 7 years. The first 6 were great! From the doorman to the Super, it was a 5 star residence. However, once the super was replaced,..."
spdCfjlINTDA0M0eFdpBYg,5,"Most New Yorkers admit that living here involves a lot of compromise. It's a schlep to anywhere, the G train simply vanishes off the face of the earth when..."
spdCfjlINTDA0M0eFdpBYg,1,"Update/Edit:

I want to make it crystal clear to Prospect Management Officers - the reason you received (1) star was because of your managers at the..."
spdCfjlINTDA0M0eFdpBYg,5,"Wonderful building ask for Renee she is the coolest realtor. 

SUPER nice finishes and you can't beat the location."
mMnW2jQPZRbno6SrGcrzMg,5,I'm a graduate student and have lived in New York the past three years. My girlfriend and I moved into a one bedroom three weeks ago after months of...
mMnW2jQPZRbno6SrGcrzMg,5,"I recently Moved into the building and so far it has been an amazing experience. The building staff is very friend to international
Community. Mathiew in..."
mMnW2jQPZRbno6SrGcrzMg,1,DONT LIVE HERE IF YOURE PLANNING ON FLEXING THE UNIT. They don't let you put a door on the flex bedroom and don't tell you this until you've already signed...
si-JiMT5UwCugoDCT7Q6nw,3,"Summer beer festival, baby!

Not only is this a building that houses residential units, but it also features a ground level plaza area around it that is..."
si-JiMT5UwCugoDCT7Q6nw,3,"We made an appointment with Glenwood rentals, to see available units in their downtown buildings.  The logistics of our appointment were unorganized. We..."
si-JiMT5UwCugoDCT7Q6nw,5,"It's about time I review the place I call home, right? 

In so non-New Yorker fashion, I've lived in my apartment for what will be 5 years now. Overall, my..."
2Y6tTrjkd-uxMtqv6oAqnw,3,"Agree with what every has said in that the concierge team is awesome. Shoutout to Frankie, Mike, and Olber. All in all, not the best and not the worst. Is..."
2Y6tTrjkd-uxMtqv6oAqnw,2,"We've lived here for almost 2 years and while the front desk staff are wonderful and kind, and the units are nice,  the management has been lacking. The..."
2Y6tTrjkd-uxMtqv6oAqnw,5,"We absolutely love living in The Kestrel - the whole team is amazing from A-Z.  

Our broker, Jennifer Segalla was lovely to work with and was on top of..."
rECvJqXDh0hihgUnjTu0ZQ,5,"My husband and I recently decided to take the plunge, and buy an apartment in Brooklyn. Having only rented in New York we were unsure of the process or even..."
rECvJqXDh0hihgUnjTu0ZQ,5,"2 months ago I signed the lease to my current apartment that Peter introduced me to. He made the process efficient, seamless, and was completely transparent..."
rECvJqXDh0hihgUnjTu0ZQ,5,My husband and I are first time landlord.  Peter and James are very knowledgeable in this field and they guided us patiently every step in finding the right...
teRKTXCqa_zzwzmY86J5Jw,5,Beautiful place with a lot of amenities and a very tranquil garden and outside A must see.
teRKTXCqa_zzwzmY86J5Jw,5,"Having lived in New York City for 8-years, 101 Bedford is by far the nicest apartment I've had.  The interior is fresh and clean, the amenities are..."
teRKTXCqa_zzwzmY86J5Jw,5,"This is my happy place. We moved in Sept 2020 and it's so far the best thing that happened to me in NYC. Amazing location, amazing apartment, amazing..."
CRSroSi_ULyu9hgcOhFLiA,5,I lived here in two different apartments for about 3 1/2 years until we left New York. It is by far the nicest building I have ever lived in. Not only is...
3PHqcmkGoskZAmcgZKTZ8Q,5,"Amazing! Fantastic walkway with a phenomenal view of the NYC skyline.  I love seeing this view of New York City. 

Looking for the ferry, asked a woman if..."
ghcZ3qMic2_lwHa-K1ekaQ,2,"I am a current tenant and have been here since June 2019. I give 2 stars each representing the newness of the ""luxury"" building (hey, i have my own washer..."
ghcZ3qMic2_lwHa-K1ekaQ,1,"After asking my price range, (I gave an average downtown Brooklyn luxury apartment price $3,500 for 1bedroom) the leasing office basically refused to give..."
hEobY9bW66IDvhPGDgfrxw,5,I feel so blessed to be able to call Park Towers South my home. I've lived here since last summer and it just keeps getting better. It seems like every week...
hEobY9bW66IDvhPGDgfrxw,1,Absolutely steer clear of the building and management company. I spoke to their leasing team through the process and submitted an application. After running...
hEobY9bW66IDvhPGDgfrxw,1,I have been a tenant for an year from Dec 1 2020 thru Dec 1 2021. I a writing a review because it's a nightmare to get hold off them. I have recently...
zJSoKjBNryZWWG24LD23CA,5,I would recommend Delroy Bodley from Ny Living Solutions to any one that needs a professional broker. He helped me move into my first apartment. I know that...
zJSoKjBNryZWWG24LD23CA,1,"Short Version: Delroy Bodley was the landlords' broker for an apartment we rented.  We paid Delroy Bodley $5,000 in exchange for getting a 12-month lease..."
zJSoKjBNryZWWG24LD23CA,5,"Alex Caballero was a great agent. pleasant and easy to work with. professional and timely. He really delivered. 
thank you Alex"
rmo3MzaY6X2cmePUy2fZrA,5,"I have nothing but great things to say about Bay One management. As a first time renter, I was nervous since I have never gone through this process. Reilly..."
rmo3MzaY6X2cmePUy2fZrA,5,"I can't be happier with the service, Joseph is all over any issue we raised. He is professional, efficient, very pleasant to deal with! He has gone above..."
rmo3MzaY6X2cmePUy2fZrA,5,I had a tour and a delightful discussion with Kaitlyn. I haven't seen any videos as of yet because that's scheduled for tomorrow 5/30/2020! Anyway this...
DWHEoq4Lr8TuKSW7dDvcYg,5,"My wife and I are very happy to have our snug apartment on the 9th floor, with heaps of light and a wonderful view of mid town. The concierges are all very..."
DWHEoq4Lr8TuKSW7dDvcYg,5,"Just to clarify, my five star review isn't saying this building is a five star hotel experience. I'm saying that (so far) Parc 77 exceeded my expectations..."
DWHEoq4Lr8TuKSW7dDvcYg,5,"We have lived here for one year now and quickly renewed our lease. There is nothing like this location. And considering the rent for this block, it is..."
VmHRcMXYPhnClAa9MtVfVQ,5,"If you've got some loot, and you're looking for a turn-key apartment at the crossroads of some of Brooklyn's best & safest neighborhoods (Brooklyn Heights,..."
VmHRcMXYPhnClAa9MtVfVQ,2,"Looks stunning, great location and amenities.

RIDICULOUSLY expensive!  While agents and the managing office are offering $3600 for 1100sqft, these are not..."
VmHRcMXYPhnClAa9MtVfVQ,5,"Just Moved In and I cannot stress enough how hard it is to find a decent, clean and centrally located apartment! ! I have fallen in love with Brooklyn..."
ad2Gmm-CsdTctDi6Glr-wA,5,"This is a really, really nice place to live. I can honestly say I don't have one complaint about living here. Clean, safe, very pet friendly, great location..."
ad2Gmm-CsdTctDi6Glr-wA,5,"My stay here for 2 years was great! The units are very well laid out. The best location as it is equi-distant from Exchange Place and Grove Path. 
The staff..."
ad2Gmm-CsdTctDi6Glr-wA,5,I am impressed with everything this building has to offer. My unit is thoughtfully laid out with ample closets and no wasted space. I love its close...
eXiBPXHyQyPj78OKYPYQMg,1,Very poor management. For months we've been complaining of inadequate temperatures in our apartment (62*F with 4 space heaters running) as a result of...
eXiBPXHyQyPj78OKYPYQMg,1,"I didn't listen.

I moved here 2 years ago, and now they're kicking all of us out. No lease renewals for anyone. Since I've lived here, I've had paint chips..."
eXiBPXHyQyPj78OKYPYQMg,1,"Utter garbage.  Lived there for years and here are the 2 most salient points to consider before thinking about an apartment there:

1) Good luck getting..."
QGQm3UtfwafqJse8AAcmQg,5,We have been residents in a 2BR2BA for the past 5 years and nothing beats living here. The apartments are aesthetic with an open plan kitchen. The patio is...
QGQm3UtfwafqJse8AAcmQg,3,"TLDR: Nice to live in today but probably not for tomorrow. Property management team is excellent! (Thanks Audrey! And, earlier on, Linda!)

When we first..."
QGQm3UtfwafqJse8AAcmQg,3,"Sure, the location is great, the mgmt team is friendly, but...

Wish we knew about our horribly loud neighbors upstairs before we signed the lease. Never a..."
CkRMumvNLvlu0JwqjiMCfw,1,"Cigarette smoke nightmare! Apparently the building is ""smoke free"", but that doesn't stop my neighbor. He is a shut-in and a chain smoker. The smoke..."
CkRMumvNLvlu0JwqjiMCfw,4,Good people well except for a few who think that there better than other people..alittle noisy but what you expect you live on nyc and your right next to a...
CkRMumvNLvlu0JwqjiMCfw,4,"Brand new luxury rental building with roof terrace, gym, laundry and parking garage.

Elevators can be a bit slow..."
b_9xi6zjFqwqEyyg8AN-oA,5,My lease is just about coming to an end after my 6 month stay here. Let me just start by saying I thought it was too good to be true when I met Cezary (the...
b_9xi6zjFqwqEyyg8AN-oA,5,"My 4,5 month stay flew by as I was very comfortable and well taken care of. From the moment of my arrival, Cezary made arrangements that best suited my..."
b_9xi6zjFqwqEyyg8AN-oA,5,"Union Square Apartments is a great place to stay, I stayed there for four months.You can't beat the location. Management is very friendly, accommodating and..."
P30P3Z3HOXV7V5YA6sIy6A,5,I have lived at the Corner since it opened - around 7 years ago and could not be happier living here. The building is kept immaculate by the super friendly...
P30P3Z3HOXV7V5YA6sIy6A,1,Want to live with al Sharpton? Move here. Dishonest management & overpriced for what you get. I overpaid rent here for 2 years than was charged additional...
P30P3Z3HOXV7V5YA6sIy6A,1,"This place should be ashamed.  I was a resident for several years here, but there came a point where I had to move out of state several months prior to my..."
g8JXwmd38zFSIWCPBJH7eQ,5,"Unsure how to express all my gratitude and I can't say this review will truly reflect my sentiments over my experience but I'm so thankful for Holly,..."
g8JXwmd38zFSIWCPBJH7eQ,2,"We live in a 1st world country, and the water pipes have been shut off I believe the 4th time since I've moved in. Don't get me wrong, The Lively had..."
g8JXwmd38zFSIWCPBJH7eQ,5,"I couldn't be more pleased with my experience with The Lively so far. This building is top-notch in more ways than one, and it definitely showed throughout..."
ozF_F51ZducweE7DO3vdmw,4,I was born and raised in Concord Village.  The buildings really are a great bang for the buck.  Spacious lay-outs and many great amenities: private grassy...
ozF_F51ZducweE7DO3vdmw,5,"Moved here six months ago and couldn't be happier so far. As a prior reviewer noted, the apartments are large and well laid out, though some need renovating..."
ozF_F51ZducweE7DO3vdmw,5,Great place to live. One stop from Manhattan and surrounded by great neighborhoods.
y6483hbj67w61N4dPdJArA,5,"(Voluntarily removed original review)  

After just speaking with a Manager, it seems very promising or atleast obvious that things function differently..."
y6483hbj67w61N4dPdJArA,1,"I would highly recommend steering CLEAR of this apartment complex. Scam alert!


Firstly, trying to get anyone without an attitude on the phone is very..."
y6483hbj67w61N4dPdJArA,3,"Close to the beach, small gym with essential equipment, laundry (not free) in the basement."
AJ9uURqpsdckuyp9wrGTDg,4,It was a pleasure living here on 51st floor. Spectacular views and responsive doormen and front desk
AJ9uURqpsdckuyp9wrGTDg,1,DO NOT MOVE IN HERE. I feel like I am going crazy. Construction noise and drilling for the past three months and it is nonstop and feels like somebody is...
AJ9uURqpsdckuyp9wrGTDg,5,"I'll keep it brief. I liked it a lot here. Its the perfect mixture of midtown, but not really midtown.  It was sorta upper West side and not though and..."
X9e6bjFeroXM23Zqx8vA7g,5,"Moved in to the Gotham apartments recently. So far so good. 

The management office was very professional and friendly in my experience with them so far...."
X9e6bjFeroXM23Zqx8vA7g,5,Our experience with the Gotham so far has been great! Rob Gordillo was very helpful with finding us the right apartment to meet our needs and the rest of...
X9e6bjFeroXM23Zqx8vA7g,2,"The apartment is nice and big. But the service is very poor. A month after I moved in,  one of my window was too tight to close. But the repair request for..."
QBivufnWaoow8gkFoWIDSQ,5,If i could give 10 stars i would! My family and i stayed at The Ave for about 7 months during our transition after selling our home. The experience we had...
QBivufnWaoow8gkFoWIDSQ,5,"I have resided here for over 15 months and it is wonderful. The staff is very attentive, the grounds and maintenance is impeccable. As a small business..."
QBivufnWaoow8gkFoWIDSQ,4,I lived in these high end luxury apartments for a couple years. They have furnished and unfurnished apartments. The prices are similar to waterfront prices...
o68NbfDMm5J8vsa3J3J6xQ,1,they charge you so much more then the apartment itself costs and since I was out of town and couldn't get ahold of them they stole 20 thousand dollars worth...
o68NbfDMm5J8vsa3J3J6xQ,1,"We are involved in a massive dispute  with this company. They sent us an email saying our booking was not confirmed, then charged our credit card anyway and..."
o68NbfDMm5J8vsa3J3J6xQ,1,"If I could give this company 0 stars,  I would.
Stay away. Scam artists. 
My rental was delivered dirty;there was an unlawful entrance into the apartment..."
EhK-W2NEW-9Antr_U6GJrQ,5,"I love my home at 300 e 39th st!
All of the team members are efficient and attentive, pleasant and personable, and each one knew my bf and I by name and..."
EhK-W2NEW-9Antr_U6GJrQ,1,"I only lived there for a year but it was long enough to experience issues I never had anywhere else (after living in Manhattan for almost a decade). 

First..."
EhK-W2NEW-9Antr_U6GJrQ,5,This is a great property right on the corner of 39th and second avenue. Daniel Rosa the new service manager is always on top of everything service related....
_TldMNkbLuiXf7IXaWObYg,3,"Beach Haven Apartments. 
They will charge CASH $5,000 - $9.000 if you have a section 8 vouchers. If anyone audits the building or interviews the people who..."
Sy-K1YGH6QdoE3Za9V7Euw,5,"I have never reviewed an apartment building before, but I just moved out of Chelsea Tower and wanted to share my *very* high opinion of the building and its..."
LoO0kvj4yUQqsNqWDziFag,5,The Westminster is a luxury building with a helpful staff right in the heart of Chelsea. Location could not be better in walking distance to everything that...
rUlOjXhIb-Ajnbj2EhTQTQ,5,I'd always been told that kitchen renovations were the toughest. We had already lived in the apartment during two separate bathroom renovations. It was time...
rUlOjXhIb-Ajnbj2EhTQTQ,1,"I rarely leave reviews, but service at BK&B has been so poor I feel obliged to do so. Ordered fabrication and installation of a bathroom vanity top, very..."
rUlOjXhIb-Ajnbj2EhTQTQ,1,WARNING:  Do Not Use this company.  Broadway Kitchen & Bath is a terrible choice to do work in your home. They are unresponsive and unprofessional and...
2LQIt35dnE7kyheMwI--cw,5,"My husband and I have lived at Osprey Cove since September of last year (2015) and we have really enjoyed our time here! I have to say, the staff here are..."
2LQIt35dnE7kyheMwI--cw,5,"I have lived at Osprey Cove since it opened.  
Greystar brought us Sarah and Ashley.
This team came under very difficult circumstances. The parking facility..."
2LQIt35dnE7kyheMwI--cw,5,I am a current resident at the Osprey Cove building off of meadowlands and 10th street. I absolutely love living here! The leasing and maintenance teams are...
eMLm4CNH5HEx4f3a9VZkOQ,2,"It's NOT a luxury complex. Get that our of your head before moving in. 


Pros:
*The front desk (Maria, O D SEE, Rolando and everyone else)
*Has package..."
eMLm4CNH5HEx4f3a9VZkOQ,1,"I have put in maintenance requests requesting my floorboards to be fixed following multiple leaks in my apartment, starting from the first week I moved in...."
eMLm4CNH5HEx4f3a9VZkOQ,1,VERY TERRIBLE APARTMENT!!! I had two water leaks that caused water damage to the floor. I had to constantly follow up with the maintenance team and the...
fHWuEF1fpV0Ii1lmiTobdw,5,"I've been here a few times and it's a pretty cool, old school New York shop. I remember the sign from when Canal at was still Canal St. With all the radio..."
fHWuEF1fpV0Ii1lmiTobdw,5,"I came across this store one day, and knew I would be back later. They had what I wanted, helped me immediately, and I was out the door in 25 minutes...."
fHWuEF1fpV0Ii1lmiTobdw,4,I needed to make a seat cushion for a bench. My daughter sews. She also reupholstered her furniture. She told me if I purchased the foam rubber needed for...
p9pt3n3Lu8jDEDFNWX5FqQ,5,I've been here for 3 months and I'm very happy with my decision to move into this building.  The apartments have great light and are spacious and the...
p9pt3n3Lu8jDEDFNWX5FqQ,1,"Update: Repairs are still non-existent, if you have any problems with leaks and etc, be prepared to pay for it out of pocket and not get reimbursed...."
p9pt3n3Lu8jDEDFNWX5FqQ,1,"Be Aware before you RENT: MUST READ
They charge you for water, sewer, sanitation and other misc. charges, rent is excessive unless you are sharing rooms,..."
Gat0BnEinyoa3XTcqbzx9w,1,"This building is completely failing at COVID-19 regulations and mask compliance, which is endangering residents, neighbors, and the community at large.

The..."
Gat0BnEinyoa3XTcqbzx9w,1,"Ladies, avoid at all costs. The management is truly terrible and not transparent. Also, the building has been undergoing loud construction every weekday for..."
Gat0BnEinyoa3XTcqbzx9w,1,"The new management is awful. They only think about money, not about making girls feeling home. The girl close to my room was depressed, she was always..."
gjpF62XcwKg-ajmaCdPj7A,5,I cannot say enough great things about the entire staff at the Quinn JC.  Joseph and Maria in leasing/management made what could/should have been a...
r1uEtWC4QjS9SCUIcuHcXQ,5,"I have lived in The Monterey for 14 years, 10 with my wife and we absolutely loved the building and all the amenities. Unfortunately we are moving out of..."
r1uEtWC4QjS9SCUIcuHcXQ,5,"WHAT A BLISSFUL EXPERIENCE! The whole team in the leasing office was outstanding! Henri, James, Aldina, and Claudia all pitched in to help get me approved..."
r1uEtWC4QjS9SCUIcuHcXQ,5,"My partner and I just moved out of The Monterey, and we were so sad to leave! We had no complaints during our entire stay there. The only way to describe..."
xJgTPco3dyeirZh93m-YGA,5,"I recently moved into the building and I have to say the staff is great. The super, Fernando, is exceptional. He really can do it all and does a fantastic..."
fFyrj_DBGpmYxfQLju-00g,4,Sundeck is beautiful and newly renovated.  Dual entrance 11th street and 10th street. 24/7 concierge.  Great maintenance staff. Clean and pet friendly....
alINd3AAGHQVmC37oeYI8g,2,"It is unfortunate that after almost 18 months of living happily in this building, I have to give an update that their new management is a disaster and..."
alINd3AAGHQVmC37oeYI8g,1,Moinian (the landlord) owns the lot next door and it is currently under major construction. They are building a hotel/apt complex. The construction work...
alINd3AAGHQVmC37oeYI8g,1,"AVOID THIS PLACE. Management is not on your side. I sent an email about noise and they didn't respond for nearly a week, then the resident coordinator..."
lRfjKtgiFy6wbhj0Q12Yyw,5,This review is SOLELY on the help I received from Cami as I have not fully moved in yet (move in date @ the end of Jan). I will provide an update on the...
lRfjKtgiFy6wbhj0Q12Yyw,3,I have been living here for a year now and I want to share my experience. I will explain both the positives and the negatives to provide a fair...
lRfjKtgiFy6wbhj0Q12Yyw,5,"I worked with Cami to find a new apartment this past weekend. She was highly professional, prompt and incredibly easy to work with through the entire..."
_C7pipjQrGYJ4n6pZL2mLg,5,"This review is purely for our concierge, Aaron, who makes our living here enjoyable. He knows everyone's names. When it's slow he will bring your package to..."
_C7pipjQrGYJ4n6pZL2mLg,1,(The landlord's comment is not true below) I would give negative 10 as score if the website allows because of all the inherent issues that reappear in the...
_C7pipjQrGYJ4n6pZL2mLg,3,"Pretty affordable place to live. Harrison is an upcoming city and this place is one of the additions. The building is only a few years old. 

The reason I..."
h8lo9raLvOJfS2W4nPA7dg,5,Lived here for the past 3 years and have really loved it!  Location is fine in my opinion.  Very close to midtown (a lot of food places are closed outside...
h8lo9raLvOJfS2W4nPA7dg,2,"Staff is brilliant and could not have been more helpful to me; good rental for the short term. Not cheap. Good security, which is important. Very midtown..."
h8lo9raLvOJfS2W4nPA7dg,5,What an awesome building with a great staff and awesome amenities.  It's got a gym with a pool and great hours!  Each cardio machine has a TV and it'll...
ZFAly7KAt6edQRpwI1oH_g,5,"568 Union, one the best parts about living in Williamsburg. The building is great and the staff is great as well."
ZFAly7KAt6edQRpwI1oH_g,5,We've been living in NYC for over 3.5 years in 3 different buildings and 4 apartments and 568 union avenue is by far our best. We not only have amazing...
ZFAly7KAt6edQRpwI1oH_g,5,"I am specifically writing this review for the front desk woman Justine. She is pure gold. She remembers everything, is on point, friendly, & listens to the..."
D6hfu6hlTJY4nIS4Jc_Dhg,5,"I have lived her six,months after having lived on the east side.
I am so happy that I made the move. The Helena is a very well run building. The staff is..."
D6hfu6hlTJY4nIS4Jc_Dhg,5,Every time we come to the city we stay here full-time at the front desk gentle man are friendly the place is spotless highly recommend it
D6hfu6hlTJY4nIS4Jc_Dhg,1,"update: they provide payment options but no payment reliefs. 

how about you respond to the constant weed smell that permeates the apartment and rooftop? Or..."
QeiJh2u67mqkbch9XFJSFg,5,I was relocating from DC to New York in October and was looking for a month to month furnished apartment rental so that I could settle in immediately and...
QeiJh2u67mqkbch9XFJSFg,1,I inquired about a furnished rental and gave my length of stay (6 months) and that this would be a corporate account. I revealed my price point and received...
H5Wp51GqOdS3Y6BB-A_Yow,5,Javier has made our first apartment search a great one! My partner and I spent a month trying to find the right apartment for us. After a bad experience...
H5Wp51GqOdS3Y6BB-A_Yow,5,Loved the service I got from Javier Grullon! He was fast and efficient and helped me get approved in 24 hours. It was an amazing seamless experience. I...
H5Wp51GqOdS3Y6BB-A_Yow,5,"Mr.Javier Grullon was the broker for our new unit. He is very kind, honest, and patient with us. As nurses, our schedule is so crazy,but he always..."
_sjNcOD8zfmIiq3-VBXebA,1,"5/17 - The inconvenience persists. For the rent I am paying, I feel I am wasting my money. The banging noise from the gym and the pet's wee and poop issues..."
_sjNcOD8zfmIiq3-VBXebA,5,Moving into 295J has been a wonderful experience! Everything in the apartment is top/notch quality and everyone that works here makes me feel happy I moved...
_sjNcOD8zfmIiq3-VBXebA,5,I love everything about living at 295J and have absolutely zero complaints. It's been about a month and a half and I still feel really good about picking...
J9lqj2sz7bK1SWLHkmgaRg,4,"I lived in 41 River Terrace  for  a  period  of  like  6  months,  summer  and  winter  ... both   times   love  it ,special  summer  because  the..."
J9lqj2sz7bK1SWLHkmgaRg,1,I cannot in good conscience recommend leasing from this company. There are so many other beautiful buildings at the same price with actual amenities and...
J9lqj2sz7bK1SWLHkmgaRg,1,"Horrible experience with EDWARD, the concierge on staff today, Saturday at approximately 3:30pm. I was dropping off Hamilton tickets to a resident and his..."
vbEaav2wy21AQRgCMpp1Cg,5,Caroline is so kind and fun to work with! She made the experience extremely comfortable and within an hour of snapping away for headshots we got tons of...
vbEaav2wy21AQRgCMpp1Cg,5,"Having produced literally hundreds of events over the years and utilizing dozens of great photographers, I can confidently say that Caroline is the best of..."
vbEaav2wy21AQRgCMpp1Cg,5,"Loved working with Caroline. I had her come to my rooftop to take some professional photos for my LinkedIn profile picture . 
She was clear in all her..."
_Q9vm2_wOgCEuEoPtloCSg,5,"Moved into a new apartment and management couldn't be more accommodating. Redid the floors, painted,  built in new shelves, whatever we requested. 

A huge..."
_Q9vm2_wOgCEuEoPtloCSg,1,"The maintenance never ends.  This place has more foot traffic every morning than a prison.   Workers in the hallways every morning banging on stuff, almost..."
_Q9vm2_wOgCEuEoPtloCSg,1,"Safety Isn't their Priority.

The concierge and the security men didn't do anything when I just experienced a verbal and almost physical attack by an angry..."
7Rmgi4N8Irg-lCkvnJr1AA,1,30 West 63rd st it's a great building. But the Oasis Health club that is on top of the building is a disaster. They made us pay the full annual price for it...
7Rmgi4N8Irg-lCkvnJr1AA,5,"I have lived at 30 Lincoln Plaza for over four years now, and I love the building, location, staff, management, apartment, everything. It's a convenient..."
b_Omx_I-AEqDU3-cbLJL2Q,5,My boyfriend and I were lucky to have worked with Marta Quinones in our search for a new rental. We were both a bit skeptical at first - the only experience...
b_Omx_I-AEqDU3-cbLJL2Q,1,"Came home to a dirty envelope on my door. See here: http://is.gd/cWR202

I don't appreciate Halstead Property leaving me letters to solicit business. If..."
b_Omx_I-AEqDU3-cbLJL2Q,2,So we just rented a new construction apartment with Halstead Property acting as the agents owner. We dealt with three different employees of the...
2lrGonuqD4KrMedi3Ev47Q,5,I have lived in the building for 13 years and in the city for over 20 years. 88 Greenwich is one of the most beautiful buildings in all of downtown...
2lrGonuqD4KrMedi3Ev47Q,4,"Really beautiful apartment complex with 34 regular floors and a penthouse suite on the 35th floor. The lobby is dark and sexy with some goth influences,..."
2lrGonuqD4KrMedi3Ev47Q,5,My husband has owned here for 11 years and I've been living here for 5 years. I love this building. The staff is lovely and the building is very well...
UIsmsoLRgv05lXuBobRKtw,4,"We've been living here for about three months now and I have to say I love it. The location is just perfect. About 8 minute walk from Exchange Place, 12..."
UIsmsoLRgv05lXuBobRKtw,5,"The Crystal Point condos are some of the largest, modern and upscale apartments in Jersey City. They have an outstanding reputation with high end..."
UIsmsoLRgv05lXuBobRKtw,1,"I have a problem with my A/C unit and my apartment is blazing hot despite the high amount I pay for rent there. Also more importantly, my landlord called..."
fpzpc8iD8JgSeJsoZHiBuQ,1,"This place both literally and figuratively stinks. As if the air quality in the town of Harrison wasn't stifling enough, you walk into the apartment..."
fpzpc8iD8JgSeJsoZHiBuQ,4,I just want to update my review to thank Cesar in the maintenance crew for his AMAZING work and friendly personality. He goes above and beyond.
fpzpc8iD8JgSeJsoZHiBuQ,5,Me and my husband have lived in Vermella for 3 years. It's an incredible apartment and Victoria and her staff goes an extra mile to make sure that your...
e000iVOp82TW_R9bnv17aA,4,"I've used to live in this building.  It's a really great building with great 24-hour staff and great security.  The amenities could be different now, but in..."
e000iVOp82TW_R9bnv17aA,5,Excellent building excellent view excellent dormant excellent location excellent place to live
BJKX-PSnwb4Zb5ilQN47yQ,5,"Switched to Moda after working with another realtor for months to sell a 3 bedroom apartment in Riverdale, N.Y. Really appreciate Greg's professionalism and..."
BJKX-PSnwb4Zb5ilQN47yQ,5,"April 1 was our moving day, in the mail was a card from Moda Realty a gentleman Greg. Selling co op was in the back of our minds, we had to relocate. I..."
BJKX-PSnwb4Zb5ilQN47yQ,5,"Greg is simply fantastic to work with.
From the first interaction over the phone I knew he would get the job done right. I dealt with many different..."
W0aWvRD3gdbv_bUVw6K9-w,3,"i do not recommend the grand tier as a second home, and here's why: there are tons of units in this particular bldg, so the staff is very sticky about the..."
W0aWvRD3gdbv_bUVw6K9-w,5,I have lived in several NYC buildings and this continues to be my favorite. The staff is friendly and professional.  The amenities are wonderful and...
Xfwxwk0nJ3AtYc8kYqhJOA,1,"I've lived on both sides of the building (Hamilton House & 372 9th Street) and have had a disappointing experience, especially considering what it costs to..."
Xfwxwk0nJ3AtYc8kYqhJOA,5,My husband and I found our 18 month time living at the Hamilton House an overall pleasant experience. We were very pleased with the quality of fixtures and...
Xfwxwk0nJ3AtYc8kYqhJOA,5,This is a review of the tour that I had with Leon. I had toured many buildings in the area and he was simply the best person to deal with. If my husband...
32AnpasJ73cct3n6j5E6lw,5,"I've lived at The Ashland for nearly a year, and have been so so happy with my experience so far. The location is ideal, sandwiched between a few grocery..."
32AnpasJ73cct3n6j5E6lw,4,"Even though nobody will read this, I need to respond to Mr. everything is dirty at the Ashland on 6/26/2020.
The area outside with all the butts, bums and..."
32AnpasJ73cct3n6j5E6lw,1,Before COVID? Great. Since? Terrible. I just want to start by saying the guys who work at the front desk are great and that has remain consistent throughout...
eMM_4DgAItHdNq8j-Dp3cQ,5,"I've had a very pleasant experience here! Sadly, I'll be moving out, as I'm moving to another state, but otherwise I would have definitely renewed my..."
eMM_4DgAItHdNq8j-Dp3cQ,1,"I am not happy with the management, there was a huge leak in the storage unit, with mold, no one says anything. I have called the management multiple times...."
eMM_4DgAItHdNq8j-Dp3cQ,1,There was a huge leak in the building not long after we moved in and it has been several months with no repairs made. There is mold and damage everywhere...
QZivJ_neDpqtCmDGsu9TVg,5,"I moved into Mercedes House in April 2021, and have reserved rating the apartment until I've had sufficient time to learn about the building.  Living on the..."
QZivJ_neDpqtCmDGsu9TVg,5,Property manager and the team went through difficulties to install a soundproof wall. Really appreciate all the efforts.
QZivJ_neDpqtCmDGsu9TVg,5,"Mercedes house has been unbelievably accommodating and professional when it comes to arranging leases, coordinating gym memberships, and being an all around..."
7PY5RkvJvtkRfmLOjbs0fQ,2,I would mostly rate this place a 3/5 for good value but the frontdesk has this strict rule that prevents you to get your packages on time which is very...
7PY5RkvJvtkRfmLOjbs0fQ,1,I really wanted to give this place more stars but unfortunately I am unable and I hope that if you are reading this review that you think twice before...
7PY5RkvJvtkRfmLOjbs0fQ,1,"DON""T LIVE HERE!!!!!!!!
DON""T LIVE HERE!!!!!!!!
DON""T LIVE HERE!!!!!!!!

It is really a NIGHTMARE living in JSQ2. There are so many reasons and it is not..."
W-XAfDZRuOitMCRfBB0hUA,5,I moved to New York and I found the exact kind of apartment I was looking for. Upper East Side Apartments is amazing. They helped me find my apartment and...
95A3Vk4lncSYqttxUmUy2Q,1,"Worst apartment.
They still didn't give our deposit back after we moved since May.
The staff at leasing office is ""too busy"" and he didn't have time..."
95A3Vk4lncSYqttxUmUy2Q,1,Management team are terrible. Get out of office emails half the time and you have to keep following up on your requests. If they say they will get back to...
95A3Vk4lncSYqttxUmUy2Q,4,We moved into 535 in July 2019 and have loved our experience. The staff are welcoming and quick to respond to any request we have had. The building itself...
sU6Qn1Us5khHpfCx4KrT2w,5,"I have lived in the building for 2 years. It's fantastic! The location is perfect, the management is stellar, views are beautiful and everyone is so..."
